order_id,order_date,state,zone,category,brand_type,customer_gender,customer_age,base_price,discount_percent,final_price,units_sold,revenue,sales_event,competition_intensity,inventory_pressure,Age_Group,Discount_Category,Profit
ORD0026898,2025-08-31,West Bengal,East,Premium Lifestyle,Mass,Male,54,7806.11,33.1,5222.29,27,141001.83,Normal,Low,Low,46-60,High Discount,135779.53999999998
ORD0026899,2025-08-31,Haryana,North,Sports & Fitness,Mass,Female,57,1094.76,47.73,572.23,22,12589.06,Normal,Medium,High,46-60,High Discount,12016.83
ORD0026900,2025-08-31,Chhattisgarh,Central,Electronics,Mass,Male,27,4041.77,53.47,1880.64,21,39493.44,Normal,Medium,Low,26-35,High Discount,37612.8
ORD0026901,2025-08-31,Madhya Pradesh,Central,Footwear,Mass,Male,29,937.25,50.77,461.41,26,11996.66,Normal,Medium,High,26-35,High Discount,11535.25
ORD0026902,2025-08-31,West Bengal,East,Footwear,Premium,Male,29,4294.77,34.76,2801.91,4,11207.64,Normal,Medium,High,26-35,High Discount,8405.73
ORD0026903,2025-08-31,Maharashtra,West,Footwear,Mass,Female,42,3834.36,57.58,1626.54,54,87833.16,Normal,Low,Low,36-45,High Discount,86206.62000000001
ORD0026904,2025-08-31,Uttar Pradesh,North,Premium Lifestyle,Mass,Female,22,12561.33,62.38,4725.57,40,189022.8,Normal,High,High,18-25,High Discount,184297.22999999998
ORD0026905,2025-08-31,Odisha,East,Premium Lifestyle,Mass,Female,29,5258.55,24.31,3980.2,6,23881.2,Festival,Medium,Low,26-35,High Discount,19901.0
ORD0026906,2025-08-31,Haryana,North,Electronics,Mass,Female,25,9626.35,11.56,8513.54,4,34054.16,Normal,Medium,Low,18-25,Medium Discount,25540.620000000003
ORD0026907,2025-08-31,Karnataka,South,Sports & Fitness,Mass,Male,48,4088.42,33.85,2704.49,33,89248.17,Normal,Low,High,46-60,High Discount,86543.68
ORD0026908,2025-08-31,Tamil Nadu,South,Home & Living,Mass,Male,18,2919.46,48.68,1498.27,18,26968.86,Normal,Medium,Low,18-25,High Discount,25470.59
ORD0026909,2025-08-31,Punjab,North,Beauty & Personal Care,Mass,Male,19,1509.93,52.85,711.93,34,24205.62,Normal,Low,Low,18-25,High Discount,23493.69
ORD0026910,2025-08-31,Kerala,South,Footwear,Mass,Male,19,4475.0,45.2,2452.3,45,110353.5,Normal,Low,High,18-25,High Discount,107901.2
ORD0026911,2025-08-31,Haryana,North,Sports & Fitness,Mass,Male,41,6486.77,65.0,2270.37,9,20433.33,Normal,Medium,High,36-45,High Discount,18162.960000000003
ORD0026912,2025-08-31,Maharashtra,West,Fashion,Premium,Male,27,1486.46,50.62,734.01,22,16148.22,Festival,Low,High,26-35,High Discount,15414.21
ORD0026913,2025-08-31,Madhya Pradesh,Central,Home & Living,Premium,Female,62,3453.49,24.6,2603.93,11,28643.23,Normal,Medium,Low,,High Discount,26039.3
ORD0026914,2025-08-31,Gujarat,West,Home & Living,Mass,Male,18,5056.98,45.46,2758.08,48,132387.84,Festival,High,Low,18-25,High Discount,129629.76
ORD0026915,2025-08-31,Gujarat,West,Beauty & Personal Care,Premium,Male,22,581.41,25.66,432.22,44,19017.68,Festival,Medium,Low,18-25,High Discount,18585.46
ORD0026916,2025-08-31,Madhya Pradesh,Central,Grocery Essentials,Mass,Female,18,785.7,50.17,391.51,19,7438.69,Normal,Medium,Low,18-25,High Discount,7047.179999999999
ORD0026917,2025-08-31,Madhya Pradesh,Central,Footwear,Mass,Male,24,4931.41,55.61,2189.05,18,39402.9,Normal,Medium,High,18-25,High Discount,37213.85
ORD0026918,2025-08-31,Madhya Pradesh,Central,Fashion,Mass,Male,22,2056.63,64.48,730.51,13,9496.63,Festival,High,Low,18-25,High Discount,8766.119999999999
ORD0026919,2025-08-31,Maharashtra,West,Electronics,Mass,Female,19,11180.16,50.07,5582.25,86,480073.5,Festival,Low,High,18-25,High Discount,474491.25
ORD0026920,2025-08-31,Chhattisgarh,Central,Premium Lifestyle,Mass,Female,42,13902.05,34.38,9122.53,46,419636.38,Festival,Medium,Low,36-45,High Discount,410513.85
ORD0026921,2025-08-31,Madhya Pradesh,Central,Footwear,Mass,Male,32,1530.04,46.89,812.6,41,33316.6,Festival,Low,High,26-35,High Discount,32504.0
ORD0026922,2025-08-31,Madhya Pradesh,Central,Sports & Fitness,Premium,Male,31,5079.16,16.77,4227.38,14,59183.32,Festival,Medium,Low,26-35,Medium Discount,54955.94
ORD0026923,2025-08-31,Punjab,North,Electronics,Mass,Female,43,8999.13,53.19,4212.49,39,164287.11,Normal,Medium,Low,36-45,High Discount,160074.62
ORD0026924,2025-08-31,Punjab,North,Footwear,Mass,Male,38,683.86,40.13,409.43,26,10645.18,Normal,High,High,36-45,High Discount,10235.75
ORD0026925,2025-08-31,Chhattisgarh,Central,Home & Living,Mass,Male,54,5173.52,20.19,4128.99,9,37160.91,Normal,Medium,Low,46-60,High Discount,33031.920000000006
ORD0026926,2025-08-31,Madhya Pradesh,Central,Beauty & Personal Care,Mass,Male,18,633.55,51.37,308.1,14,4313.4,Normal,Medium,Low,18-25,High Discount,4005.2999999999997
ORD0026927,2025-08-31,West Bengal,East,Grocery Essentials,Mass,Male,36,637.06,28.77,453.78,45,20420.1,Festival,Medium,Low,36-45,High Discount,19966.32
ORD0026928,2025-08-31,Tamil Nadu,South,Sports & Fitness,Mass,Male,41,6102.65,48.94,3116.01,11,34276.11,Normal,High,High,36-45,High Discount,31160.1
ORD0026929,2025-08-31,Kerala,South,Home & Living,Mass,Male,33,3340.62,45.52,1819.97,45,81898.65,Normal,Medium,Low,26-35,High Discount,80078.68
ORD0026930,2025-08-31,Kerala,South,Electronics,Mass,Male,19,6088.17,33.08,4074.2,24,97780.8,Normal,Low,High,18-25,High Discount,93706.6
ORD0026931,2025-08-31,Karnataka,South,Home & Living,Premium,Male,59,4969.8,28.78,3539.49,22,77868.78,Normal,High,Low,46-60,High Discount,74329.29
ORD0026932,2025-08-31,Delhi NCR,North,Footwear,Mass,Male,25,1455.45,24.04,1105.56,14,15477.84,Normal,High,Low,18-25,High Discount,14372.28
ORD0026933,2025-08-31,Maharashtra,West,Electronics,Mass,Male,45,4231.96,47.61,2217.12,48,106421.76,Normal,Medium,High,36-45,High Discount,104204.64
ORD0026934,2025-08-31,Punjab,North,Fashion,Mass,Female,45,2374.44,65.0,831.05,35,29086.75,Festival,Medium,High,36-45,High Discount,28255.7
ORD0026935,2025-08-31,Punjab,North,Fashion,Mass,Male,30,2412.64,57.93,1015.0,8,8120.0,Normal,Medium,Low,26-35,High Discount,7105.0
ORD0026936,2025-08-31,Gujarat,West,Fashion,Mass,Female,34,1261.48,54.99,567.79,11,6245.69,Normal,Medium,Low,26-35,High Discount,5677.9
ORD0026937,2025-08-31,Chhattisgarh,Central,Fashion,Mass,Male,45,3008.17,61.29,1164.46,19,22124.74,Normal,Medium,High,36-45,High Discount,20960.280000000002
ORD0026938,2025-08-31,Haryana,North,Beauty & Personal Care,Mass,Male,49,685.52,45.27,375.19,40,15007.6,Normal,High,Low,46-60,High Discount,14632.41
ORD0026939,2025-08-31,Haryana,North,Electronics,Mass,Female,27,4523.25,31.05,3118.78,5,15593.9,Normal,High,High,26-35,High Discount,12475.119999999999
ORD0026940,2025-08-31,Uttar Pradesh,North,Home & Living,Mass,Male,27,2282.83,44.26,1272.45,47,59805.15,Festival,Medium,Low,26-35,High Discount,58532.700000000004
ORD0026941,2025-08-31,Punjab,North,Electronics,Mass,Male,35,6229.85,59.35,2532.43,59,149413.37,Normal,High,Low,26-35,High Discount,146880.94
ORD0026942,2025-08-31,Kerala,South,Premium Lifestyle,Mass,Male,32,11168.39,48.35,5768.47,58,334571.26,Normal,Low,Low,26-35,High Discount,328802.79000000004
ORD0026943,2025-08-31,Tamil Nadu,South,Premium Lifestyle,Premium,Female,53,14536.82,25.29,10860.46,11,119465.06,Normal,Medium,Low,46-60,High Discount,108604.6
ORD0026944,2025-08-31,Karnataka,South,Home & Living,Mass,Female,31,5930.33,20.52,4713.43,22,103695.46,Normal,High,Low,26-35,High Discount,98982.03
ORD0026945,2025-08-31,Haryana,North,Beauty & Personal Care,Premium,Female,35,1710.0,33.63,1134.93,36,40857.48,Normal,Medium,Low,26-35,High Discount,39722.55
ORD0026946,2025-08-31,West Bengal,East,Premium Lifestyle,Premium,Male,43,10435.31,31.67,7130.45,8,57043.6,Normal,Low,High,36-45,High Discount,49913.15
ORD0026947,2025-08-31,Madhya Pradesh,Central,Grocery Essentials,Mass,Male,38,457.43,35.8,293.67,27,7929.09,Normal,Low,Low,36-45,High Discount,7635.42
ORD0026948,2025-08-31,Kerala,South,Premium Lifestyle,Mass,Male,37,13253.26,49.75,6659.76,39,259730.64,Festival,Medium,Low,36-45,High Discount,253070.88
ORD0026949,2025-08-31,Maharashtra,West,Grocery Essentials,Mass,Female,21,315.35,63.24,115.92,50,5796.0,Normal,High,Low,18-25,High Discount,5680.08
ORD0026950,2025-08-31,Madhya Pradesh,Central,Premium Lifestyle,Mass,Male,20,5699.8,34.88,3711.71,26,96504.46,Festival,High,Low,18-25,High Discount,92792.75
ORD0026951,2025-08-31,Madhya Pradesh,Central,Footwear,Mass,Female,50,1146.39,55.53,509.8,38,19372.4,Normal,High,Low,46-60,High Discount,18862.600000000002
ORD0026952,2025-08-31,West Bengal,East,Grocery Essentials,Mass,Female,30,435.84,13.77,375.82,10,3758.2,Normal,Medium,Low,26-35,Medium Discount,3382.3799999999997
ORD0026953,2025-08-31,Kerala,South,Sports & Fitness,Mass,Female,39,3419.42,19.29,2759.81,11,30357.91,Normal,High,Low,36-45,Medium Discount,27598.1
ORD0026954,2025-08-31,Karnataka,South,Fashion,Mass,Female,18,591.11,33.33,394.09,52,20492.68,Normal,Low,Low,18-25,High Discount,20098.59
ORD0026955,2025-08-31,Delhi NCR,North,Beauty & Personal Care,Mass,Male,26,1032.21,27.77,745.57,50,37278.5,Festival,Medium,Low,26-35,High Discount,36532.93
ORD0026956,2025-08-31,Karnataka,South,Beauty & Personal Care,Mass,Male,22,411.51,26.04,304.35,59,17956.65,Normal,Low,High,18-25,High Discount,17652.300000000003
ORD0026957,2025-08-31,Uttar Pradesh,North,Home & Living,Mass,Female,38,4216.34,23.13,3241.1,17,55098.7,Normal,Low,High,36-45,High Discount,51857.6
ORD0026958,2025-08-31,Haryana,North,Sports & Fitness,Premium,Male,57,6797.47,31.81,4635.19,33,152961.27,Normal,High,High,46-60,High Discount,148326.08
ORD0026959,2025-08-31,Telangana,South,Premium Lifestyle,Premium,Male,18,8443.35,37.31,5293.14,53,280536.42,Festival,Medium,High,18-25,High Discount,275243.27999999997
ORD0026960,2025-08-31,Delhi NCR,North,Grocery Essentials,Mass,Female,43,223.15,63.66,81.09,84,6811.56,Festival,Low,Low,36-45,High Discount,6730.47
ORD0026961,2025-08-31,Odisha,East,Grocery Essentials,Mass,Female,28,169.82,21.11,133.97,46,6162.62,Festival,Medium,Low,26-35,High Discount,6028.65
ORD0026962,2025-08-31,Uttar Pradesh,North,Grocery Essentials,Mass,Female,29,215.08,43.32,121.91,24,2925.84,Normal,Medium,Low,26-35,High Discount,2803.9300000000003
ORD0026963,2025-08-31,Uttar Pradesh,North,Grocery Essentials,Premium,Male,26,106.01,30.53,73.65,16,1178.4,Normal,Low,Low,26-35,High Discount,1104.75
ORD0026964,2025-08-31,Telangana,South,Electronics,Mass,Female,37,8534.48,65.0,2987.07,25,74676.75,Festival,Medium,Low,36-45,High Discount,71689.68
ORD0026965,2025-08-31,Maharashtra,West,Home & Living,Mass,Female,18,4820.72,39.3,2926.18,41,119973.38,Normal,Medium,Low,18-25,High Discount,117047.20000000001
ORD0026966,2025-08-31,Punjab,North,Beauty & Personal Care,Premium,Female,18,1852.98,17.68,1525.37,9,13728.33,Normal,Medium,Low,18-25,Medium Discount,12202.96
ORD0026967,2025-08-31,Delhi NCR,North,Premium Lifestyle,Premium,Male,40,5022.29,16.2,4208.68,5,21043.4,Normal,Low,Low,36-45,Medium Discount,16834.72
ORD0026968,2025-08-31,West Bengal,East,Beauty & Personal Care,Mass,Male,47,2248.78,56.77,972.15,21,20415.15,Normal,Medium,Low,46-60,High Discount,19443.0
ORD0026969,2025-08-31,Telangana,South,Beauty & Personal Care,Mass,Male,18,1311.61,50.29,652.0,36,23472.0,Normal,High,High,18-25,High Discount,22820.0
ORD0026970,2025-08-31,Punjab,North,Electronics,Premium,Female,20,6292.48,38.12,3893.79,62,241414.98,Normal,Low,High,18-25,High Discount,237521.19
ORD0026971,2025-08-31,Maharashtra,West,Beauty & Personal Care,Mass,Male,25,1079.59,33.61,716.74,11,7884.14,Normal,Medium,High,18-25,High Discount,7167.400000000001
ORD0026972,2025-08-31,Telangana,South,Electronics,Mass,Male,55,9781.97,7.43,9055.17,25,226379.25,Normal,Low,Low,46-60,Low Discount,217324.08
ORD0026973,2025-08-31,Delhi NCR,North,Beauty & Personal Care,Premium,Female,24,2136.12,43.38,1209.47,85,102804.95,Festival,Medium,Low,18-25,High Discount,101595.48
ORD0026974,2025-08-31,Delhi NCR,North,Electronics,Premium,Female,52,7873.98,33.59,5229.11,63,329433.93,Festival,Medium,Low,46-60,High Discount,324204.82
ORD0026975,2025-08-31,Chhattisgarh,Central,Fashion,Premium,Male,45,3224.08,22.49,2498.98,7,17492.86,Normal,Low,Low,36-45,High Discount,14993.880000000001
ORD0026976,2025-08-31,Gujarat,West,Beauty & Personal Care,Premium,Male,58,1253.37,36.5,795.89,34,27060.26,Normal,High,High,46-60,High Discount,26264.37
ORD0026977,2025-08-31,Maharashtra,West,Beauty & Personal Care,Mass,Male,32,822.68,21.86,642.84,32,20570.88,Normal,High,Low,26-35,High Discount,19928.04
ORD0026978,2025-08-31,Tamil Nadu,South,Sports & Fitness,Mass,Male,50,5942.14,22.33,4615.26,24,110766.24,Normal,Medium,Low,46-60,High Discount,106150.98000000001
ORD0026979,2025-08-31,Karnataka,South,Premium Lifestyle,Mass,Female,62,13788.22,29.03,9785.5,36,352278.0,Normal,Medium,High,,High Discount,342492.5
ORD0026980,2025-08-31,Haryana,North,Grocery Essentials,Mass,Female,31,669.62,47.78,349.68,13,4545.84,Normal,High,Low,26-35,High Discount,4196.16
ORD0026981,2025-08-31,Chhattisgarh,Central,Grocery Essentials,Mass,Male,29,430.36,20.84,340.67,13,4428.71,Normal,Low,High,26-35,High Discount,4088.04
ORD0026982,2025-08-31,West Bengal,East,Premium Lifestyle,Mass,Male,54,8836.78,55.45,3936.79,24,94482.96,Normal,High,High,46-60,High Discount,90546.17000000001
ORD0026983,2025-08-31,Haryana,North,Footwear,Mass,Male,18,3734.1,30.23,2605.28,39,101605.92,Normal,High,Low,18-25,High Discount,99000.64
ORD0026984,2025-08-31,West Bengal,East,Sports & Fitness,Mass,Female,43,1246.06,46.82,662.65,27,17891.55,Normal,High,Low,36-45,High Discount,17228.899999999998
ORD0026985,2025-08-31,Telangana,South,Grocery Essentials,Mass,Male,22,115.91,17.59,95.52,5,477.6,Normal,Low,Low,18-25,Medium Discount,382.08000000000004
ORD0026986,2025-08-31,Telangana,South,Fashion,Mass,Female,42,792.92,12.83,691.19,30,20735.7,Normal,Medium,Low,36-45,Medium Discount,20044.510000000002
ORD0026987,2025-08-31,Kerala,South,Home & Living,Premium,Female,31,5169.59,23.87,3935.61,5,19678.05,Normal,High,Low,26-35,High Discount,15742.439999999999
ORD0026988,2025-08-31,Tamil Nadu,South,Beauty & Personal Care,Premium,Female,62,2446.03,9.37,2216.84,4,8867.36,Normal,Medium,Low,,Low Discount,6650.52
ORD0026989,2025-08-31,Delhi NCR,North,Footwear,Premium,Male,65,1711.07,29.73,1202.37,56,67332.72,Festival,Medium,Low,,High Discount,66130.35
ORD0026990,2025-08-31,Gujarat,West,Electronics,Premium,Female,28,3645.02,23.63,2783.7,9,25053.3,Normal,High,High,26-35,High Discount,22269.6
ORD0026991,2025-08-31,Uttar Pradesh,North,Home & Living,Mass,Male,41,5190.54,57.19,2222.07,10,22220.7,Normal,Medium,Low,36-45,High Discount,19998.63
ORD0026992,2025-08-31,Telangana,South,Beauty & Personal Care,Mass,Female,51,1616.83,57.11,693.46,32,22190.72,Normal,Low,Low,46-60,High Discount,21497.260000000002
ORD0026993,2025-08-31,Madhya Pradesh,Central,Footwear,Mass,Female,18,3784.41,45.9,2047.37,14,28663.18,Normal,Medium,Low,18-25,High Discount,26615.81
ORD0026994,2025-08-31,West Bengal,East,Fashion,Mass,Male,43,538.82,24.15,408.69,13,5312.97,Normal,Medium,Low,36-45,High Discount,4904.280000000001
ORD0026995,2025-08-31,Tamil Nadu,South,Home & Living,Mass,Female,60,4612.42,65.0,1614.35,54,87174.9,Normal,High,High,46-60,High Discount,85560.54999999999
ORD0026996,2025-08-31,Delhi NCR,North,Beauty & Personal Care,Mass,Female,51,878.24,36.43,558.3,25,13957.5,Normal,Medium,High,46-60,High Discount,13399.2
ORD0026997,2025-08-31,Maharashtra,West,Beauty & Personal Care,Premium,Female,34,1947.7,42.07,1128.3,86,97033.8,Festival,High,High,26-35,High Discount,95905.5
ORD0026998,2025-08-31,Tamil Nadu,South,Electronics,Mass,Male,51,7960.29,28.44,5696.38,27,153802.26,Normal,Medium,Low,46-60,High Discount,148105.88
ORD0026999,2025-08-31,Delhi NCR,North,Premium Lifestyle,Mass,Female,35,13154.01,28.57,9395.91,19,178522.29,Festival,Low,Low,26-35,High Discount,169126.38
ORD0027000,2025-08-31,Gujarat,West,Beauty & Personal Care,Mass,Male,29,1101.42,34.77,718.46,70,50292.2,Festival,High,Low,26-35,High Discount,49573.74
ORD0027001,2025-08-31,Tamil Nadu,South,Footwear,Mass,Male,61,4009.22,21.48,3148.04,26,81849.04,Normal,Low,Low,,High Discount,78701.0
ORD0027002,2025-08-31,Chhattisgarh,Central,Beauty & Personal Care,Mass,Female,19,1435.42,53.77,663.59,18,11944.62,Normal,Low,High,18-25,High Discount,11281.03
ORD0027003,2025-08-31,Telangana,South,Home & Living,Mass,Male,30,4059.83,50.83,1996.22,55,109792.1,Normal,High,High,26-35,High Discount,107795.88
ORD0027004,2025-08-31,Kerala,South,Fashion,Mass,Male,50,1229.32,65.0,430.26,47,20222.22,Normal,Low,High,46-60,High Discount,19791.960000000003
ORD0027005,2025-08-31,Kerala,South,Electronics,Mass,Female,26,8566.97,21.18,6752.49,25,168812.25,Normal,Medium,Low,26-35,High Discount,162059.76
ORD0027006,2025-08-31,Chhattisgarh,Central,Grocery Essentials,Mass,Female,32,187.52,46.61,100.12,43,4305.16,Normal,Low,Low,26-35,High Discount,4205.04
ORD0027007,2025-08-31,Telangana,South,Beauty & Personal Care,Premium,Male,55,888.68,11.31,788.17,11,8669.87,Normal,Medium,Low,46-60,Medium Discount,7881.700000000001
ORD0027008,2025-08-31,Kerala,South,Sports & Fitness,Mass,Male,53,6014.13,29.81,4221.32,11,46434.52,Normal,High,Low,46-60,High Discount,42213.2
ORD0027009,2025-08-31,Punjab,North,Premium Lifestyle,Mass,Female,62,6032.29,65.0,2111.3,59,124566.7,Festival,High,High,,High Discount,122455.4
ORD0027010,2025-08-31,Odisha,East,Fashion,Premium,Male,37,600.47,21.76,469.81,26,12215.06,Normal,Medium,High,36-45,High Discount,11745.25
ORD0027011,2025-08-31,Maharashtra,West,Footwear,Mass,Female,22,3456.85,35.56,2227.59,63,140338.17,Festival,Low,Low,18-25,High Discount,138110.58000000002
ORD0027012,2025-08-31,Gujarat,West,Beauty & Personal Care,Mass,Male,36,1491.91,65.0,522.17,50,26108.5,Normal,Medium,High,36-45,High Discount,25586.33
ORD0027013,2025-08-31,Tamil Nadu,South,Fashion,Premium,Male,20,2934.49,21.04,2317.07,72,166829.04,Festival,High,Low,18-25,High Discount,164511.97
ORD0027014,2025-08-31,Chhattisgarh,Central,Premium Lifestyle,Premium,Male,48,10824.27,33.38,7211.13,11,79322.43,Normal,High,Low,46-60,High Discount,72111.29999999999
ORD0027015,2025-08-31,Punjab,North,Sports & Fitness,Mass,Female,20,3552.05,21.22,2798.3,16,44772.8,Normal,Medium,Low,18-25,High Discount,41974.5
ORD0027016,2025-08-31,Odisha,East,Grocery Essentials,Mass,Female,33,209.88,59.21,85.61,41,3510.01,Normal,Medium,Low,26-35,High Discount,3424.4
ORD0027017,2025-08-31,Maharashtra,West,Home & Living,Mass,Male,44,5498.91,11.63,4859.39,29,140922.31,Normal,Medium,Low,36-45,Medium Discount,136062.91999999998
ORD0027018,2025-08-31,Haryana,North,Electronics,Premium,Male,23,3010.09,22.75,2325.29,72,167420.88,Festival,Medium,Low,18-25,High Discount,165095.59
ORD0027019,2025-08-31,Kerala,South,Beauty & Personal Care,Premium,Male,18,1711.17,1.77,1680.88,26,43702.88,Normal,Low,Low,18-25,Low Discount,42022.0
ORD0027020,2025-08-31,Maharashtra,West,Electronics,Mass,Male,39,10413.44,23.28,7989.19,11,87881.09,Festival,Medium,Low,36-45,High Discount,79891.9
ORD0027021,2025-08-31,Uttar Pradesh,North,Grocery Essentials,Mass,Female,18,396.44,35.84,254.36,28,7122.08,Normal,Low,Low,18-25,High Discount,6867.72
ORD0027022,2025-08-31,Karnataka,South,Premium Lifestyle,Mass,Male,33,8385.08,33.92,5540.86,30,166225.8,Normal,Medium,Low,26-35,High Discount,160684.94
ORD0027023,2025-08-31,Kerala,South,Fashion,Mass,Female,33,2801.37,48.19,1451.39,34,49347.26,Normal,Medium,High,26-35,High Discount,47895.87
ORD0027024,2025-08-31,Delhi NCR,North,Sports & Fitness,Mass,Female,23,6366.3,65.0,2228.2,16,35651.2,Normal,Medium,High,18-25,High Discount,33423.0
ORD0027025,2025-08-31,Karnataka,South,Electronics,Mass,Male,30,4511.54,55.17,2022.52,62,125396.24,Normal,Low,Low,26-35,High Discount,123373.72
ORD0027026,2025-08-31,West Bengal,East,Fashion,Premium,Female,54,1112.08,34.41,729.41,4,2917.64,Normal,Medium,Low,46-60,High Discount,2188.23
ORD0027027,2025-08-31,Delhi NCR,North,Grocery Essentials,Premium,Male,40,488.24,40.69,289.58,15,4343.7,Festival,Medium,Low,36-45,High Discount,4054.12
ORD0027028,2025-08-31,Odisha,East,Sports & Fitness,Mass,Male,27,1033.85,29.44,729.48,15,10942.2,Festival,Medium,Low,26-35,High Discount,10212.720000000001
ORD0027029,2025-08-31,Karnataka,South,Home & Living,Premium,Male,53,5221.95,42.79,2987.48,77,230035.96,Festival,Medium,Low,46-60,High Discount,227048.47999999998
ORD0027030,2025-08-31,Haryana,North,Premium Lifestyle,Mass,Male,62,9381.09,34.59,6136.17,32,196357.44,Normal,Medium,High,,High Discount,190221.27
ORD0027031,2025-08-31,Madhya Pradesh,Central,Premium Lifestyle,Mass,Male,43,7650.23,24.47,5778.22,6,34669.32,Normal,Medium,Low,36-45,High Discount,28891.1
ORD0027032,2025-08-31,Madhya Pradesh,Central,Premium Lifestyle,Mass,Female,32,10388.15,58.64,4296.54,13,55855.02,Normal,Medium,Low,26-35,High Discount,51558.479999999996
ORD0027033,2025-08-31,West Bengal,East,Sports & Fitness,Premium,Male,18,6768.15,23.27,5193.2,15,77898.0,Festival,Medium,Low,18-25,High Discount,72704.8
ORD0027034,2025-08-31,Madhya Pradesh,Central,Home & Living,Mass,Female,28,4574.76,46.39,2452.53,13,31882.89,Normal,Low,Low,26-35,High Discount,29430.36
ORD0027035,2025-08-31,Punjab,North,Premium Lifestyle,Mass,Female,41,9576.87,52.61,4538.48,39,177000.72,Normal,Medium,Low,36-45,High Discount,172462.24
ORD0027036,2025-08-31,Kerala,South,Premium Lifestyle,Mass,Male,64,6093.34,50.67,3005.84,36,108210.24,Normal,Medium,High,,High Discount,105204.40000000001
ORD0027037,2025-08-31,Punjab,North,Electronics,Mass,Male,39,5566.73,31.69,3802.63,32,121684.16,Normal,Medium,Low,36-45,High Discount,117881.53
ORD0027038,2025-08-31,Punjab,North,Premium Lifestyle,Premium,Male,37,10718.29,20.63,8507.11,6,51042.66,Normal,High,Low,36-45,High Discount,42535.55
ORD0027039,2025-08-31,Haryana,North,Premium Lifestyle,Mass,Female,49,7084.08,23.8,5398.07,12,64776.84,Normal,High,Low,46-60,High Discount,59378.77
ORD0027040,2025-08-31,Haryana,North,Home & Living,Premium,Female,37,4871.45,20.44,3875.73,21,81390.33,Normal,Medium,Low,36-45,High Discount,77514.6
ORD0027041,2025-08-31,Punjab,North,Beauty & Personal Care,Mass,Female,27,1449.74,21.44,1138.92,57,64918.44,Festival,Low,Low,26-35,High Discount,63779.520000000004
ORD0027042,2025-08-31,Maharashtra,West,Premium Lifestyle,Mass,Male,59,14858.95,65.0,5200.63,18,93611.34,Normal,High,High,46-60,High Discount,88410.70999999999
ORD0027043,2025-08-31,Kerala,South,Footwear,Mass,Male,20,3956.01,31.04,2728.06,18,49105.08,Normal,Low,Low,18-25,High Discount,46377.020000000004
ORD0027044,2025-08-31,Maharashtra,West,Beauty & Personal Care,Mass,Male,22,1602.64,32.05,1088.99,8,8711.92,Normal,High,Low,18-25,High Discount,7622.93
ORD0027045,2025-08-31,Telangana,South,Footwear,Mass,Male,31,4770.06,29.05,3384.36,46,155680.56,Normal,High,Low,26-35,High Discount,152296.2
ORD0027046,2025-08-31,Odisha,East,Premium Lifestyle,Premium,Female,39,5201.36,35.84,3337.19,17,56732.23,Festival,Low,High,36-45,High Discount,53395.04
ORD0027047,2025-08-31,Odisha,East,Premium Lifestyle,Mass,Male,24,10903.08,65.0,3816.08,30,114482.4,Normal,Low,High,18-25,High Discount,110666.31999999999
ORD0027048,2025-08-31,West Bengal,East,Premium Lifestyle,Mass,Male,23,9987.8,61.22,3873.27,25,96831.75,Festival,Low,High,18-25,High Discount,92958.48
ORD0027049,2025-08-31,Karnataka,South,Electronics,Premium,Female,27,5721.66,12.55,5003.59,36,180129.24,Normal,Low,Low,26-35,Medium Discount,175125.65
ORD0027050,2025-08-31,Karnataka,South,Sports & Fitness,Mass,Male,63,1866.02,65.0,653.11,52,33961.72,Normal,Medium,High,,High Discount,33308.61
ORD0027051,2025-08-31,Tamil Nadu,South,Beauty & Personal Care,Mass,Male,27,673.98,41.5,394.28,7,2759.96,Normal,High,Low,26-35,High Discount,2365.6800000000003
ORD0027052,2025-08-31,Delhi NCR,North,Grocery Essentials,Mass,Male,29,670.06,65.0,234.52,95,22279.4,Festival,Medium,Low,26-35,High Discount,22044.88
ORD0027053,2025-08-31,Delhi NCR,North,Electronics,Mass,Female,49,5420.68,38.92,3310.95,26,86084.7,Normal,Medium,High,46-60,High Discount,82773.75
ORD0027054,2025-08-31,Chhattisgarh,Central,Premium Lifestyle,Mass,Male,47,9239.95,54.66,4189.39,10,41893.9,Normal,Medium,Low,46-60,High Discount,37704.51
ORD0027055,2025-08-31,Haryana,North,Electronics,Mass,Male,21,10722.0,48.74,5496.1,11,60457.1,Normal,High,High,18-25,High Discount,54961.0
ORD0027056,2025-08-31,Odisha,East,Fashion,Mass,Female,57,667.77,29.15,473.12,16,7569.92,Normal,High,High,46-60,High Discount,7096.8
ORD0027057,2025-08-31,Kerala,South,Sports & Fitness,Premium,Male,57,3962.26,22.33,3077.49,44,135409.56,Festival,High,Low,46-60,High Discount,132332.07
ORD0027058,2025-08-31,Chhattisgarh,Central,Sports & Fitness,Mass,Female,34,3389.59,28.54,2422.2,6,14533.2,Festival,Low,Low,26-35,High Discount,12111.0
ORD0027059,2025-08-31,Haryana,North,Beauty & Personal Care,Mass,Female,37,676.55,24.27,512.35,7,3586.45,Normal,Medium,Low,36-45,High Discount,3074.1
ORD0027060,2025-08-31,Chhattisgarh,Central,Home & Living,Mass,Male,65,2924.35,43.41,1654.89,33,54611.37,Normal,Medium,Low,,High Discount,52956.48
